sentence_id,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1019_t0134_s005,S-Inform,ATTR; REB,1,2
1019_t0134_s006,S; CH,REB; CB,2,2
1019_t0134_s007,S; CH,REB,2,1
1019_t0135_s001,TT; MS,,2,0
1019_t0135_s002,Q-RHET,AEX; REB; CB,1,3
1019_t0135_s003,REJ,REB,1,1
1019_t0136_s001,TT,,1,0
1019_t0137_s001,S; TT,,2,0
1019_t0137_s002,S; CH,REB,2,1
1019_t0137_s003,S-Inform,IT,1,1
1019_t0138_s001,S,,1,0
1019_t0139_s001,S; CH,REB,2,1
1019_t0140_s001,S; CH,REB,2,1
1019_t0141_s001,S,REB,1,1
1019_t0141_s002,S,,1,0
1019_t0142_s001,MS,,1,0
1019_t0143_s001,S; CH,PER; REB,2,2
1019_t0144_s001,S; DIS,REB,2,1
1019_t0145_s001,S; CH,PER; ATTR; REB,2,3
1019_t0146_s001,S,REB,1,1
1019_t0146_s002,IAFA; TG,,2,0
1019_t0147_s001,S,,1,0
1019_t0147_s002,S; TG,,2,0
1019_t0147_s003,Q-W; OQ,,2,0
1019_t0147_s004,YNQ,,1,0
1019_t0147_s005,YNQ,,1,0
1019_t0147_s006,YNQ,,1,0
1019_t0148_s001,S; EXPL,AF; IP,2,2
1019_t0148_s002,S,IP,1,1
1019_t0148_s003,S,IP,1,1
1019_t0148_s004,S,IP,1,1
1019_t0148_s005,S,,1,0
1019_t0148_s006,S,UF; IP,1,2
1019_t0148_s007,S,UF; IP,1,2
1019_t0148_s008,S,,1,0
1019_t0148_s009,S,IP,1,1
1019_t0148_s010,S,IP,1,1
1019_t0148_s011,S,IP,1,1
1019_t0148_s012,S,,1,0
1019_t0148_s013,S-Inform,AF,1,1
1019_t0148_s014,S-Inform,IT,1,1
1019_t0148_s015,S,,1,0
1019_t0148_s016,S,IP; CB,1,2
1019_t0148_s017,Q-W; S,,2,0
1019_t0148_s018,S,IP,1,1
1019_t0149_s001,IAFA; TG,,2,0
1019_t0150_s001,S,IP,1,1
1019_t0150_s002,S; HS,REB,2,1
1019_t0150_s003,S; CH,PER; REB,2,2
1019_t0150_s004,S; CH,PER; REB,2,2
1019_t0150_s005,S; S-Inform,AF,2,1
1019_t0150_s006,S; HS,,2,0
1019_t0150_s007,S; HS,AF,2,1
1019_t0150_s008,S,AF; IP,1,2
1019_t0150_s009,S,IP,1,1
1019_t0150_s010,S,IP,1,1
1019_t0150_s011,S; INT,,2,0
1019_t0150_s012,S,,1,0
1019_t0150_s013,S,,1,0
1019_t0150_s014,S,,1,0
1019_t0150_s015,S,,1,0
1019_t0150_s016,S; HS,IP,2,1
1019_t0151_s001,S,AF,1,1
1019_t0151_s002,S,IP,1,1
1019_t0151_s003,S,IP; ATTR,1,2
1019_t0151_s004,S-Inform,,1,0
1019_t0151_s005,S; HS,,2,0
1019_t0151_s006,S,,1,0
1019_t0151_s007,S,,1,0
1019_t0151_s008,S,AF,1,1
1019_t0151_s009,S,AF,1,1
1019_t0151_s010,S,AF,1,1
1019_t0151_s011,S,,1,0
1019_t0151_s012,S,IP,1,1
1019_t0151_s013,IAFA,AF,1,1
1019_t0151_s014,S,,1,0
1019_t0151_s015,S; S-Inform,AF,2,1
1019_t0151_s016,S; IAFA,UF,2,1
1019_t0152_s001,YNQ; TG,,2,0
1019_t0153_s001,AGR; ANS,IP,2,1
1019_t0153_s002,DIS; CH,IP; REB,2,2
1019_t0153_s003,S; IAFA-OF,IT,2,1
1019_t0153_s004,S; S-Inform; EXPL,IT,3,1
1019_t0153_s005,S; EXPL,AF,2,1
1019_t0153_s006,S; MS,IP,2,1
1019_t0153_s007,S,IP,1,1
1019_t0153_s008,S; HS,IT; SE,2,2
1019_t0153_s009,S; CH,REB,2,1
1019_t0153_s010,S,,1,0
1019_t0153_s011,S; CH,ATTR; REB,2,2
1019_t0153_s012,S,CB,1,1
1019_t0153_s013,S; MS,,2,0
1019_t0153_s014,S,,1,0
1019_t0153_s015,S-Inform,AF,1,1
1019_t0153_s016,S-Inform,,1,0
1019_t0153_s017,S,IP,1,1
1019_t0153_s018,S,IP,1,1
1019_t0153_s019,S,IT; IP,1,2
1019_t0153_s020,S,IP; REB,1,2
1019_t0153_s021,S-Inform; CH,ATTR; REB; SE,2,3
1019_t0153_s022,S,AF; UF,1,2
1019_t0154_s001,MS,,1,0
1019_t0154_s002,MS,,1,0
1019_t0155_s001,IAFA; TG,,2,0
1019_t0156_s001,S,,1,0
1019_t0156_s002,S; CH,ATTR; REB,2,2
1019_t0156_s003,S,,1,0
1019_t0157_s001,DIS; CH,REB,2,1
1019_t0157_s002,DIS; APO; CH,REB,3,1
1019_t0158_s001,S,,1,0
1019_t0158_s002,S,IP,1,1
1019_t0158_s003,S-Inform,SE,1,1
1019_t0158_s004,S,IP,1,1
1019_t0159_s001,CORR; TT,REB,2,1
1019_t0160_s001,S; TT,,2,0
1019_t0161_s001,TT; INT,,2,0
1019_t0162_s001,TG,,1,0
1019_t0163_s001,S-Inform; HS; INT,IT,3,1
1019_t0163_s002,S-Inform; HS,IT; SE,2,2
1019_t0164_s001,CORR; TT,REB,2,1
1019_t0164_s002,S; CORR,REB,2,1
1019_t0164_s003,S; CORR,,2,0
1019_t0164_s004,S; MS,REB,2,1
1019_t0165_s001,ACK,,1,0
1019_t0166_s001,TT,,1,0
1019_t0167_s001,ACK,,1,0
1019_t0168_s001,S,REB,1,1
1019_t0169_s001,S; INT,IT,2,1
1019_t0170_s001,S; INT,REB,2,1
1019_t0171_s001,IAFA,,1,0
1019_t0172_s001,S,REB,1,1
1019_t0173_s001,IAFA,,1,0
1019_t0174_s001,S,,1,0
1019_t0175_s001,ACK; AGR,,2,0
1019_t0175_s002,IAFA; MS,,2,0
1019_t0175_s003,S; MS,,2,0
1019_t0176_s001,S,,1,0
1019_t0176_s002,S-Inform,,1,0
1019_t0176_s003,S; TG,,2,0
1019_t0176_s004,Q-W; OQ,,2,0
1019_t0177_s001,S; ANS,IP,2,1
1019_t0177_s002,S; IAFA-OF,IP,2,1
1019_t0177_s003,S,IT; IP,1,2
1019_t0177_s004,S,IT,1,1
1019_t0177_s005,S; HS,IT,2,1
1019_t0177_s006,S,IT,1,1
1019_t0177_s007,S; IAFA; HS,,3,0
1019_t0177_s008,S-Inform; HS,,2,0
1019_t0177_s009,S,IT,1,1
1019_t0177_s010,S,UF; IT,1,2
1019_t0177_s011,S,UF,1,1
1019_t0177_s012,S,UF,1,1
1019_t0177_s013,S,UF,1,1
1019_t0177_s014,S,UF,1,1
1019_t0177_s015,S,UF,1,1
1019_t0177_s016,S,IT,1,1
1019_t0177_s017,S,IP,1,1
1019_t0177_s018,S,,1,0
1019_t0177_s019,S-Inform; IAFA,IT,2,1
1019_t0177_s020,S,AP; IP,1,2
1019_t0177_s021,S,,1,0
1019_t0178_s001,TG,,1,0
1019_t0179_s001,S,IP,1,1
1019_t0179_s002,S-Inform,IT,1,1
1019_t0179_s003,S,,1,0
1019_t0179_s004,S,UF,1,1
1019_t0179_s005,S,,1,0
1019_t0179_s006,S,AF,1,1
1019_t0179_s007,S,AF,1,1
1019_t0179_s008,S; EXPL,,2,0
1019_t0179_s009,S,AF,1,1
1019_t0179_s010,S-Inform,,1,0
1019_t0179_s011,S; EXPL,IP; CB,2,2
1019_t0179_s012,S; MS,,2,0
1019_t0179_s013,S-Inform,AF,1,1
1019_t0179_s014,S,IP,1,1
1019_t0179_s015,S,IP; CB,1,2
1019_t0179_s016,S,,1,0
1019_t0179_s017,S,,1,0
1019_t0179_s018,TT,,1,0
1019_t0179_s019,S,IP,1,1
1019_t0179_s020,S,IT; IP,1,2
1019_t0179_s021,S-Inform,ATTR; SE,1,2
1019_t0180_s001,S,AP; APAT,1,2
1019_t0180_s002,S,AP; IP,1,2
1019_t0181_s001,YNQ; TG,,2,0
1019_t0182_s001,S,REB,1,1
1019_t0182_s002,S; HS,REB; SE,2,2
1019_t0182_s003,S; HS,SE,2,1
1019_t0182_s004,S,,1,0
1019_t0182_s005,S; CH,AF; PER; REB,2,3
1019_t0182_s006,S,AF,1,1
1019_t0182_s007,S,AF; AE; REB; CB,1,4
1019_t0182_s008,S,AF; ATTR; REB,1,3
1019_t0182_s009,S; HS,SE,2,1
1019_t0182_s010,S,REB,1,1
1019_t0182_s011,S,IP,1,1
1019_t0182_s012,S,IP,1,1
1019_t0183_s001,YNQ,,1,0
1019_t0184_s001,ANS,,1,0
1019_t0184_s002,S; CH,ATTR; REB,2,2
1019_t0184_s003,S,ATTR,1,1
1019_t0184_s004,S,ATTR; REB,1,2
1019_t0184_s005,S,SE,1,1
1019_t0184_s006,S,,1,0
1019_t0184_s007,S,,1,0
1019_t0184_s008,S,AF,1,1
1019_t0184_s009,S-Inform,AF,1,1
1019_t0184_s010,S-Inform,AF,1,1
1019_t0184_s011,S,AF,1,1
1019_t0184_s012,S; EXPL,AF; REB,2,2
1019_t0184_s013,S; EXPL,REB; CB,2,2
1019_t0184_s014,S-Inform,AF,1,1
1019_t0184_s015,S; EXPL,AE; CB,2,2
1019_t0184_s016,S,AF,1,1
1019_t0184_s017,S,AF; CB,1,2
1019_t0184_s018,S,AF,1,1
1019_t0184_s019,S,ATTR,1,1
1019_t0184_s020,S; S-Inform,AE; IT,2,2
1019_t0184_s021,S,AE,1,1
1019_t0184_s022,Q-RHET; S,,2,0
1019_t0184_s023,S,IP,1,1
1019_t0184_s024,S,ATTR,1,1
1019_t0184_s025,S,IT; IP,1,2
1019_t0185_s001,S; HS,IT,2,1
1019_t0185_s002,S,IT,1,1
1019_t0185_s003,S; CH,PER; IP; ATTR; REB,2,4
1019_t0185_s004,S,,1,0
1019_t0185_s005,S,,1,0
1019_t0185_s006,S,IT,1,1
1019_t0185_s007,S,AP; IT,1,2
1019_t0185_s008,S,AE,1,1
1019_t0185_s009,S,IT,1,1
1019_t0185_s010,S,IT,1,1
1019_t0185_s011,S,,1,0
1019_t0185_s012,S,IT; IP,1,2
1019_t0185_s013,S,AP; APAT,1,2
1019_t0185_s014,S; IAFA; APO; INT,UF; IT,4,2
1019_t0185_s015,S,IP,1,1
1019_t0186_s001,TT,,1,0
1019_t0186_s002,S; HS,,2,0
1019_t0186_s003,S,,1,0
1019_t0186_s004,S; HS,AP; APAT,2,2
1019_t0186_s005,S,AP; APAT,1,2
1019_t0186_s006,S,IP,1,1
1019_t0186_s007,S,UF; IP,1,2
1019_t0186_s008,S,IP,1,1
1019_t0187_s001,S,,1,0
1019_t0187_s002,S,,1,0
1019_t0188_s001,S; HS,AE,2,1
1019_t0188_s002,S; IAFA; HS,IT,3,1
1019_t0188_s003,S,IT; IP,1,2
1019_t0189_s001,S,,1,0
1019_t0189_s002,S; HS,,2,0
1019_t0189_s004,S-Inform,,1,0
1019_t0189_s005,S,,1,0
1019_t0189_s006,S,,1,0
1019_t0189_s007,GR; THK,,2,0
1019_t0189_s008,S,,1,0
1019_t0189_s009,GR; THK,,2,0
1019_t0189_s010,S; HS,,2,0
1021_t0002_s001,Q-W; OQ,AF; AE,2,2
1021_t0003_s001,THK,,1,0
1021_t0003_s002,THK,,1,0
1021_t0003_s003,S; HS,AF; IP,2,2
1021_t0003_s004,S,AF; AE,1,2
1021_t0003_s005,S; CH,PB; IP; ATTR; REB,2,4
1021_t0003_s006,S,REB,1,1
1021_t0003_s007,S,UF,1,1
1021_t0004_s001,S-Inform,,1,0
1021_t0004_s002,S,UF,1,1
1021_t0004_s003,S,,1,0
1021_t0004_s004,S,,1,0
1021_t0004_s005,S-Inform,SE,1,1
1021_t0004_s006,S,IP,1,1
1021_t0004_s007,S,,1,0
1021_t0004_s008,S,,1,0
1021_t0004_s009,S,,1,0
1021_t0004_s010,S,,1,0
1021_t0004_s011,S,,1,0
1021_t0004_s012,S,UF,1,1
1021_t0004_s013,S,PB,1,1
1021_t0005_s001,TG,,1,0
1021_t0006_s001,THK,,1,0
1021_t0006_s002,THK,,1,0
1021_t0006_s003,GR,,1,0
1021_t0006_s004,THK,,1,0
1021_t0006_s005,S,AE,1,1
1021_t0006_s006,S,AF; AE,1,2
1021_t0006_s007,S,UF,1,1
1021_t0006_s008,S; IAFA-OF,IT; IP,2,2
1021_t0006_s009,S-Inform,AF; UF,1,2
1021_t0006_s010,S,UF,1,1
1021_t0006_s011,S,,1,0
1021_t0006_s012,S; IAFA,UF,2,1
1021_t0006_s013,S,UF; PB,1,2
1021_t0006_s014,YNQ; S-Inform,AF; BQ; CB,2,3
1021_t0006_s015,S,UF,1,1
1021_t0006_s016,S; INT,IP,2,1
1021_t0006_s017,S; S-Inform,AE,2,1
1021_t0006_s018,S; S-Inform,IT; IP,2,2
1021_t0006_s019,YNQ,,1,0
1021_t0006_s020,ANS,,1,0
1021_t0006_s021,S,AF; UF; IP,1,3
1021_t0006_s022,S,UF,1,1
1021_t0006_s023,S,IT; IP,1,2
1021_t0006_s024,S,IP; REB,1,2
1021_t0006_s025,S,IT,1,1
1021_t0006_s026,THK,,1,0
1021_t0007_s001,S,,1,0
1021_t0007_s002,S,,1,0
1021_t0007_s003,S,,1,0
1021_t0007_s004,S-Inform; HS,,2,0
1021_t0007_s005,Q-W; OQ; TG,,3,0
1021_t0007_s006,TG,,1,0
1021_t0008_s001,S,,1,0
1021_t0009_s001,REJ; ANS,,2,0
1021_t0010_s001,S; IAFA,IP,2,1
1021_t0010_s002,YNQ; S; IAFA,IP,3,1
1021_t0010_s003,S,,1,0
1021_t0010_s004,S-Inform,SE,1,1
1021_t0010_s005,S,IP,1,1
1021_t0010_s006,S,,1,0
1021_t0010_s007,S-Inform; HS,,2,0
1021_t0010_s008,S-Inform,,1,0
1021_t0010_s009,S,,1,0
1021_t0010_s010,S,,1,0
1021_t0010_s011,S; EXPL,PB; CB,2,2
1021_t0011_s001,ACK,,1,0
1021_t0011_s002,Q-W; TG,,2,0
1021_t0012_s001,S; ANS,,2,0
1021_t0012_s002,S,,1,0
1021_t0012_s003,S,IP,1,1
1021_t0012_s004,S,,1,0
1021_t0012_s005,S,UF,1,1
1021_t0013_s001,S; CH,ATTR; REB,2,2
1021_t0013_s002,S,AE,1,1
1021_t0013_s003,S,AE,1,1
1021_t0013_s004,S; EXPL,AE; IP,2,2
1021_t0013_s005,S; AGR,,2,0
1021_t0013_s006,S,,1,0
1021_t0013_s007,S,,1,0
1021_t0014_s001,THK,,1,0
1021_t0014_s002,TT; MS,,2,0
1021_t0014_s003,S; TG,,2,0
1021_t0014_s004,TG,,1,0
1021_t0015_s001,S,AE,1,1
1021_t0015_s002,Q-W; OQ,,2,0
1021_t0016_s001,S; THK; EXPL; CORR,PB; IP,4,2
1021_t0016_s002,S; IAFA,IT,2,1
1021_t0016_s003,S,ATTR; CB,1,2
1021_t0016_s004,S,CB,1,1
1021_t0016_s005,S,PB; PER; ATTR,1,3
1021_t0016_s006,S; HS,IT,2,1
1021_t0016_s007,S,UF,1,1
1021_t0016_s008,S,PB; ATTR; SE,1,3
1021_t0016_s009,S,ATTR,1,1
1021_t0016_s010,S,ATTR; SE,1,2
1021_t0016_s011,S-Inform; HS,PER; ATTR; SE,2,3
1021_t0016_s012,S,IT,1,1
1021_t0016_s013,S,,1,0
1021_t0016_s014,S,AE; AP,1,2
1021_t0016_s015,S,AF; ATTR,1,2
1021_t0016_s016,S,IT,1,1
1021_t0016_s017,S,ATTR,1,1
1021_t0017_s001,TG,,1,0
1021_t0018_s001,S; TT,,2,0
1021_t0018_s002,S-Inform; EXPL,AF,2,1
1021_t0018_s003,S; EXPL,AF; CB,2,2
1021_t0018_s004,S; EXPL,AF; CB,2,2
1021_t0018_s005,S; IAFA,AF; AE,2,2
1021_t0018_s006,S; EXPL,AF,2,1
1021_t0018_s007,S,IP,1,1
1021_t0018_s008,S; CH; TT,PER; REB,3,2
1021_t0018_s009,S; IAFA,IP,2,1
1021_t0018_s010,S-Inform; CH; HS,ATTR; REB; SE,3,3
1021_t0018_s011,S; HS,IP,2,1
1021_t0018_s012,S; HS,IT; SE,2,2
1021_t0018_s013,S; HS,IT,2,1
1021_t0019_s001,S; CH,ATTR; REB,2,2
1021_t0019_s002,S; CH,ATTR; REB,2,2
1021_t0019_s003,S,ATTR; REB,1,2
1021_t0019_s004,S; REJ,REB,2,1
1021_t0019_s005,S-Inform; CH,ATTR; REB; SE,2,3
1021_t0019_s006,S; MS,DF,2,1
1021_t0019_s007,S; MS,AE; DF,2,2
1021_t0019_s008,S,,1,0
1021_t0019_s009,S; EXPL,AE; IP,2,2
1021_t0019_s010,S-Inform,CB,1,1
1021_t0019_s011,S,AE; PB,1,2
1021_t0020_s001,TG; MS,,2,0
1021_t0020_s002,TG,,1,0
1021_t0020_s003,YNQ,,1,0
1021_t0020_s004,YNQ,AF,1,1
1021_t0021_s001,REJ; ANS,AP; IP,2,2
1021_t0021_s002,S,IP,1,1
1021_t0021_s003,S,CB,1,1
1021_t0021_s004,S,UF,1,1
1021_t0021_s005,S,AE; UF; DF,1,3
1021_t0022_s001,YNQ,,1,0
1021_t0023_s001,S; ANS,IP,2,1
1021_t0023_s002,S; EXPL,IP,2,1
1021_t0023_s003,S; IAFA,IT,2,1
1021_t0023_s004,S; CH,ATTR; REB,2,2
1021_t0023_s005,S,UF; IP,1,2
1021_t0023_s006,S,AP,1,1
1021_t0023_s007,S,AP,1,1
1021_t0023_s008,S,AP,1,1
1021_t0023_s009,S,AP,1,1
1021_t0023_s010,S,AP,1,1
1021_t0023_s011,S,AP,1,1
1021_t0023_s012,S,AP,1,1
1021_t0023_s013,S,UF,1,1
1021_t0023_s014,S,UF,1,1
1021_t0023_s015,S,AF; AE,1,2
1021_t0023_s016,S,AP; UF,1,2
1021_t0024_s001,THK,,1,0
1021_t0024_s002,S; MS,,2,0
1021_t0024_s003,S; TG,,2,0
1021_t0024_s004,TG,,1,0
1021_t0025_s001,Q-W; OQ,AF; BQ; CB,2,3
1021_t0026_s001,S; ACK,AE; IP,2,2
1021_t0026_s002,S,AE,1,1
1021_t0026_s003,S,AE,1,1
1021_t0026_s004,S,AE,1,1
1021_t0026_s005,S,CB,1,1
1021_t0026_s006,AGR,,1,0
1021_t0026_s007,S,,1,0
1021_t0026_s008,S; MS,IP,2,1
1021_t0026_s009,S-Inform; HS,ATTR; SE,2,2
1021_t0026_s010,S-Inform,ATTR; SE,1,2
1021_t0026_s011,S-Inform; HS,ATTR; SE,2,2
1021_t0026_s012,S-Inform,SE,1,1
1021_t0026_s013,S,ATTR,1,1
1021_t0026_s014,S-Inform,ATTR; SE,1,2
1021_t0026_s015,S-Inform,ATTR; REB; SE,1,3
1021_t0026_s016,S,,1,0
1021_t0026_s017,S,IP,1,1
1021_t0027_s001,S,AE,1,1
1021_t0027_s002,S,AE,1,1
1021_t0027_s003,S; EXPL,AF,2,1
1021_t0027_s004,S,AF; AE,1,2
1021_t0027_s005,S,,1,0
1021_t0027_s006,S,,1,0
1021_t0027_s007,S,UF,1,1
1021_t0027_s008,S; REJ,IT; REB,2,2
1021_t0027_s009,S,PB; IP,1,2
1021_t0027_s010,S,UF,1,1
1021_t0028_s001,TG,,1,0
1021_t0029_s001,THK,,1,0
1021_t0029_s002,S; EXPL,IP,2,1
1021_t0029_s003,S,IT,1,1
1021_t0029_s004,S; S-Inform,IT,2,1
1021_t0029_s005,S,IT,1,1
1021_t0029_s006,S,UF,1,1
1021_t0029_s007,S; CH,PER; ATTR; REB,2,3
1021_t0029_s008,S,,1,0
1021_t0029_s009,S; IAFA,UF,2,1
1021_t0029_s010,S,REB,1,1
1021_t0029_s011,S,IP,1,1
1021_t0029_s012,S,,1,0
1021_t0029_s013,YNQ,,1,0
1021_t0029_s014,S-Inform,PB; SE,1,2
1021_t0029_s015,S,IT,1,1
1021_t0029_s016,S,IT,1,1
1021_t0029_s017,YNQ; S-Inform,BQ; ATTR; REB,2,3
1021_t0029_s018,S,,1,0
1021_t0029_s019,YNQ; CH,BQ; ATTR; REB,2,3
1021_t0029_s020,S-Inform; CH,ATTR; REB; SE,2,3
1021_t0029_s021,Q-RHET,CB,1,1
1021_t0029_s022,S; IAFA,IP; REB,2,2
1021_t0029_s023,S-Inform,IT; REB,1,2
1021_t0029_s024,S,IT,1,1
1021_t0029_s025,S,,1,0
1021_t0029_s026,S-Inform,IT,1,1
1021_t0030_s001,S,,1,0
1021_t0030_s002,S,,1,0
1021_t0030_s003,S,,1,0
1021_t0030_s004,Q-W; OQ,,2,0
1021_t0030_s005,Q-W,,1,0
1021_t0030_s006,TG,,1,0
1021_t0031_s001,S,,1,0
1021_t0032_s001,S,,1,0
1021_t0032_s002,Q-W; OQ,,2,0
1021_t0033_s001,S; ANS,IP,2,1
1021_t0033_s002,S,IP,1,1
1021_t0033_s003,S,AE,1,1
1021_t0033_s004,S; HS,UF,2,1
1021_t0033_s005,S,IT,1,1
1021_t0033_s006,S-Inform,IT,1,1
1021_t0033_s007,S,IT,1,1
1021_t0033_s008,S,,1,0
1021_t0033_s009,S,IT,1,1
1021_t0033_s010,S,,1,0
1021_t0033_s011,S,AP; UF,1,2
1021_t0034_s001,S-Inform,AF; AE,1,2
1021_t0034_s002,S,,1,0
1021_t0034_s003,S,,1,0
1021_t0034_s004,S,,1,0
1021_t0034_s005,S; CORR,,2,0
1021_t0034_s006,S,,1,0
1021_t0035_s001,S,,1,0
1021_t0035_s002,S,,1,0
1021_t0035_s003,IAFA; TG,,2,0
1021_t0036_s001,S,CB,1,1
1021_t0036_s002,S,IP,1,1
1021_t0036_s003,S,,1,0
1021_t0036_s004,S-Inform,,1,0
1021_t0036_s005,S-Inform; EXPL,AF,2,1
1021_t0036_s006,S,UF,1,1
1021_t0036_s007,S-Inform; IAFA; EXPL,IT,3,1
1021_t0036_s008,S,UF; IP,1,2
1021_t0036_s009,S,AP; UF,1,2
1021_t0036_s010,S; HS,AP; UF,2,2
1021_t0036_s011,S,,1,0
1021_t0036_s012,S; EXPL,,2,0
1021_t0036_s013,S,UF,1,1
1021_t0036_s014,TT; MS,,2,0
1021_t0036_s015,S,REB,1,1
1021_t0036_s016,S,UF,1,1
1021_t0036_s017,S,REB,1,1
1021_t0036_s018,S,,1,0
1021_t0036_s019,S,IT; IP,1,2
1021_t0036_s020,S,UF,1,1
1021_t0036_s021,S-Inform,ATTR; REB; SE,1,3
1021_t0036_s022,S,UF,1,1
1021_t0036_s023,S,IP,1,1
1021_t0037_s001,IAFA; MS,,2,0
1021_t0037_s002,S,AF,1,1
1021_t0037_s003,S,,1,0
1021_t0037_s004,S; HS,,2,0
1021_t0037_s005,S; HS,AE; AP,2,2
1021_t0037_s006,Q-W; OQ,AE,2,1
1021_t0038_s001,S; ANS,IP,2,1
1021_t0038_s002,S; IAFA,IT,2,1
1021_t0038_s003,S,,1,0
1021_t0038_s004,S,,1,0
1021_t0038_s005,S; EXPL,IT,2,1
1021_t0038_s006,S-Inform,IT,1,1
1021_t0038_s007,S-Inform,IT,1,1
1021_t0038_s008,S,IP,1,1
1021_t0038_s009,S,ATTR,1,1
1021_t0038_s010,S,,1,0
1021_t0038_s011,S,,1,0
1021_t0038_s012,S,IP,1,1
1021_t0038_s013,S,ATTR,1,1
1021_t0038_s014,TT; MS,DF,2,1
1021_t0039_s001,S,IP,1,1
1021_t0039_s002,S,,1,0
1021_t0039_s003,S,AP; APAT; UF,1,3
1021_t0039_s004,S,UF,1,1
1021_t0039_s005,S,AE; IP,1,2
1021_t0039_s006,S,AP; UF,1,2
1021_t0040_s001,THK,,1,0
1021_t0040_s002,TG,,1,0
1021_t0041_s001,S; HS,AE; AP; UF,2,3
1021_t0041_s002,S; HS,REB; SE,2,2
1021_t0041_s003,S,IP; REB,1,2
1021_t0041_s004,S; IAFA-OF,UF; IP,2,2
1021_t0041_s005,S; MS,,2,0
1021_t0041_s006,S,UF,1,1
1021_t0041_s007,S,IP,1,1
1021_t0041_s008,S,,1,0
1021_t0041_s009,S-Inform,,1,0
1021_t0041_s010,S,,1,0
1021_t0041_s011,S,UF,1,1
1021_t0041_s012,S,AP; IP,1,2
1021_t0041_s013,S,UF,1,1
1021_t0041_s014,TT,,1,0
1021_t0041_s015,S,AE; IP,1,2
1021_t0041_s016,S,UF,1,1
1021_t0042_s001,S; HS,,2,0
1021_t0042_s002,S,,1,0
1021_t0042_s003,Q-W; OQ,,2,0
1021_t0043_s001,S; ANS,IP,2,1
1021_t0043_s002,S,AF; UF,1,2
1021_t0043_s003,S,,1,0
1021_t0043_s004,S; TT,,2,0
1021_t0043_s005,S; EXPL,,2,0
1021_t0043_s006,S-Inform,REB; SE,1,2
1021_t0043_s007,S-Inform; CH,ATTR; REB; SE,2,3
1021_t0043_s008,S,AE; IP,1,2
1021_t0043_s009,S,AE; CB,1,2
1021_t0043_s010,S; IAFA; DIS,UF; IP; REB,3,3
1021_t0043_s011,S,REB,1,1
1021_t0043_s012,S,REB; CB,1,2
1021_t0044_s001,S,IP,1,1
1021_t0044_s002,S,UF,1,1
1021_t0045_s001,TG,,1,0
1021_t0046_s001,S; CH,PER; REB,2,2
1021_t0046_s002,S,REB; CB,1,2
1021_t0046_s003,S; CH,ATTR; REB,2,2
1021_t0046_s004,S; HS,REB; CB,2,2
1021_t0046_s005,S-Inform,AF,1,1
1021_t0046_s006,S-Inform,SE,1,1
1021_t0046_s007,S-Inform; CH,ATTR; REB; SE,2,3
1021_t0046_s008,S; CH,AF; ATTR; REB,2,3
1021_t0046_s009,S; CH,ATTR; REB; SE,2,3
1021_t0046_s010,S-Inform,AEX; REB,1,2
1021_t0046_s011,S,IP,1,1
1021_t0046_s012,S-Inform,IT; IP,1,2
1021_t0046_s013,S-Inform,IT; REB,1,2
1021_t0046_s014,S,UF,1,1
1021_t0046_s015,S,,1,0
1021_t0047_s001,S; TG,,2,0
1021_t0048_s001,T-REQ,,1,0
1021_t0048_s002,EXPL,,1,0
1021_t0049_s001,S; EXPL,,2,0
1021_t0049_s002,S,,1,0
1021_t0050_s001,S; MS,,2,0
1021_t0050_s002,IAFA; TG,,2,0
1021_t0051_s001,S; MS,,2,0
1021_t0051_s002,S-Inform,,1,0
1021_t0051_s003,S,,1,0
1021_t0051_s004,TT; MS,,2,0
1021_t0051_s005,YNQ,,1,0
1021_t0051_s006,S,AF; CB,1,2
1021_t0052_s001,S,UF; IP,1,2
1021_t0052_s002,S,IP,1,1
1021_t0052_s003,S,IP,1,1
1021_t0052_s004,S; CH,PER; REB,2,2
1021_t0052_s005,S; MS,IP,2,1
1021_t0052_s006,S-Inform,IT,1,1
1021_t0052_s007,S-Inform,,1,0
1021_t0052_s008,S-Inform,,1,0
1021_t0052_s009,S,REB,1,1
1021_t0052_s010,S-Inform,SE,1,1
1021_t0052_s011,S; IAFA; INT,ATTR; REB; SE,3,3
1021_t0052_s012,S-Inform; EXPL,IT,2,1
1021_t0052_s013,S,,1,0
1021_t0052_s014,S-Inform; CH,ATTR; REB; SE,2,3
1021_t0052_s015,S-Inform,REB; SE,1,2
1021_t0052_s016,S; CH,IP; REB,2,2
1021_t0052_s017,S,,1,0
1021_t0053_s001,S; S-Inform,IP; ATTR; REB,2,3
1021_t0054_s001,Q-W; TG,,2,0
1021_t0055_s001,TA,,1,0
1021_t0055_s002,ANS; TT,,2,0
1021_t0055_s003,S; IAFA,IP,2,1
1021_t0055_s004,S,,1,0
1021_t0056_s001,S,,1,0
1021_t0057_s001,S,,1,0
1021_t0057_s002,S; MS,IP,2,1
1021_t0057_s003,S,IP,1,1
1021_t0057_s004,S,UF,1,1
1021_t0057_s005,S,UF,1,1
1021_t0057_s006,S,,1,0
1021_t0057_s007,S; HS,UF,2,1
1021_t0057_s008,S,IT,1,1
1021_t0057_s009,S; CH,PER; ATTR; REB,2,3
1021_t0057_s010,S,IT,1,1
1021_t0057_s011,S,IT,1,1
