sentence_id,sentence_text
1010_t0040_s014,"It would save a lot of money through more managed care, by giving more options, more preventative care and lowering the inflation rate and the prices we’re paying providers without having the kind of big premium increases and out-of-pocket costs that the budget I vetoed would provide."
1008_t0030_s005,"Now, maybe to some in this Bushnell Memorial that it’s not a lot of money, but people watching tonight with a couple of kids, a working family, that’s four or five months of day care, maybe a personal computer; it’s may be three or four months of mortgage payments."
1031_t0202_s004,They’re the people… And by the way-
1006_t0065_s004,This is fact slinging — a bill earlier this year.
1003_t0169_s003,Wasn’t this the George Bush that supported Mr.
1021_t0006_s015,We’ve got to have a package of reforms and it has got to lead to reform prosperity and peace in the world.
1003_t0141_s001,The farm payments are going down because the agricultural economy is coming back.
1030_t0108_s001,I—I find it ironic that he’s raising nuclear weapons.
1022_t0112_s005,We’re not going to follow that path while I’m — when I’m president of the United States.
1019_t0044_s009,"And so, again, look at the record, particularly the energy bill."
1019_t0051_s017,"And I also think that we’re going to have to rebuild our infrastructure, which is falling behind, our roads, our bridges, but also broadband lines that reach into rural communities."
1014_t0140_s013,"And I will invest in education, health care, protecting the environment and retirement security."
1008_t0074_s018,"If you change your job, you’re going to be covered."
1011_t0060_s002,Voters will know I’ll put competent judges on the bench.
1013_t0026_s003,But the fact is that that’s the situation that was left when I got there.
1017_t0042_s005,The all- volunteer army works.
1015_t0046_s004,"Secondly, when we went in, there were three countries: Great Britain, Australia and the United States."
1019_t0012_s008,"And he wrote out another letter, and that was a letter of resignation from the United States Army for the failure of the landings at Normandy."
1023_t0133_s001,"No, it can become out of date."
1030_t0297_s001,"Well, Aleppo is a disaster."
1013_t0197_s006,We may have different approaches.
1031_t0029_s001,"The platform of the Democratic Party is what I, in fact, approved of, what I approved of."
1014_t0150_s010,I want to make sure the public school system in America keeps its promise so not one child is left behind.
1025_t0007_s010,"With half of college kids graduating this year without a college — excuse me, without a job."
1006_t0081_s001,I didn’t get to make a comment on this.
1022_t0143_s014,"And in some ways, it may be difficult to — to reconcile the two views."
1021_t0080_s003,So let me — let me just talk about this fundamental difference.
1027_t0279_s007,"I mean, can you imagine, we’re defending Saudi Arabia?"
1013_t0203_s002,"Anyway, he co-sponsored McCain-Feingold, and yet he didn’t."
1030_t0161_s013,"She gave us ISIS, because her and Obama created this huge vacuum, and a small group came out of that huge vacuum because when—we should have never been in Iraq, but once we were there, we should have never got out the way they wanted to get out."
1026_t0115_s010,"When I came into office, the world was divided."
1027_t0194_s002,"And clearly, as Donald just admitted, he knew he was going to stand on this debate stage, and Lester Holt was going to be asking us questions, so he tried to put the whole racist birther lie to bed."
1031_t0226_s005,"We had to, because we didn’t know anything about the disease."
1031_t0377_s001,No.
1001_t0075_s002,"Let me simply say that I think it has to be the woman in the exercise of her own conscience and religious beliefs that makes that decision, and I think that’s the right approach, the right decision, and I would hope by this time that Mr."
1031_t0162_s005,Open schools cost a lot of money.
1023_t0167_s010,"One way, for instance, would be to have a single number."
1017_t0006_s004,as well.
1033_t0247_s027,And I did.
1003_t0139_s009,"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr."
1010_t0134_s013,We should have more debates.
1001_t0037_s005,"The last time the Vice President used that phrase, I suspect he remembers it, don’t you?"
1015_t0060_s002,He changes positions.
1031_t0286_s002,"Billionaires have made another $300 billion because of his profligate tax proposal, and he only focused on the market."
1023_t0200_s014,"When — when we were fighting about whether or not we were going to make sure that Americans had more security with their health insurance and they said no, yes, that was a fight that we needed to have."
1030_t0335_s004,It’s called “Make America Great Again.
1010_t0073_s014,"The President wants to spend 20 percent more in the next six years, and I want to spend 14 percent more and give that 6 percent back to the people."
1029_t0220_s017,And she lied.
1007_t0055_s008,I’ve never heard Governor Clinton make a mistake.
1021_t0096_s008,"As Secretary Gates, the defense secretary, said, the war against terrorism began in that region and that’s where it will end."
1033_t0049_s003,We have to open our country.
1001_t0095_s004,DIVAD.
1030_t0245_s003,"And it’s funny, but it’s also really troubling."
1006_t0143_s007,That is priority one in this country.
1017_t0055_s007,These people wait.
1018_t0035_s006,And that’s to be honored.
1008_t0084_s001,Sometimes the United States has to act alone or at least has to act first.
1014_t0140_s021,"” Which one of those promises will you keep and which will you break, Governor?"
1033_t0030_s007,"And even today, he thinks we are in control."
1023_t0011_s006,"How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign."
1007_t0006_s004,"And therein, I think Governor Clinton keeps talking about trickle down, trickle down, and he’s still talking about spending more and taxing more."
1033_t0274_s005,I thought it was a terrible thing.
1015_t0098_s007,"Secondly, he said — my opponent said where he worked to put sanctions on Iran — we’ve already sanctioned Iran."
1025_t0125_s015,"He said, “Me too."
1026_t0175_s002,So I want to make sure that we make — we make America more competitive.
1030_t0082_s001,And I think it’s time you take a stand…
1015_t0054_s002,And I try not to.
1006_t0101_s010,"You own this country but you have no voice in it the way it’s organized now, and if you want to have a high risk experience, comparable to bungee jumping, go into Congress some time when they’re working on this kind of legislation, when the lobbyists are running up and down the halls."
1021_t0023_s002,"I think if we act effectively, if we stabilize the housing market — which I believe we can, if we go out and buy up these bad loans, so that people can have a new mortgage at the new value of their home — I think if we get rid of the cronyism and special interest influence in Washington so we can act more effectively."
1003_t0162_s007,"I believe that the more dependent we become on foreign oil, the less our national security is enhanced."
1011_t0048_s013,This is an issue that will require a new attitude.
1023_t0152_s011,"So at Cleveland Clinic, one of the best health care systems in the world, they actually provide great care cheaper than average."
1030_t0128_s002,Her tax plan is a disaster.
1004_t0106_s015,I have a plan for that.
1013_t0066_s007,"But I do not think that it was an example of a conflict where we should have put our troops in to try to separate the parties for this reason, Jim."
1025_t0245_s010,What I will do as president is make sure it’s more attractive to come to America again.
1010_t0035_s025,Just don’t do it.
1003_t0050_s014,And all of these things are going to have to be addressed.
1015_t0088_s004,"Let me tell you one thing I didn’t sign, and I think it shows the difference of our opinion — the difference of opinions."
1018_t0074_s021,They don’t enforce these kinds of things.
1010_t0068_s006,Make an effort to put a ramp up there so someone in a wheelchair can get up.
1013_t0149_s010,So it’s one of my top priorities.
1027_t0171_s002,"And I give credit—I give credit across the board going back two mayors, two police chiefs, because it has worked."
1030_t0180_s004,"He went after John McCain, a prisoner of war, said he prefers “people who aren’t captured."
1031_t0088_s001,I’m not going to listen to him.
1018_t0100_s024,"This president is the first president ever, I think, not to meet with the NAACP."
1023_t0163_s004,He won’t tell us.
1015_t0014_s006,I understand the serious consequences of committing our troops into harm’s way.
1031_t0786_s043,"It’s a fraud, and it’s a shame."
1017_t0004_s003,I want to thank Washington University for hosting us here this evening.
1006_t0151_s008,"Now, specifically, one, on Medicare, it is not true that everyone knows how to fix it."
1011_t0112_s002,He says he’s for voluntary testing.
1010_t0131_s014,But we’re not there yet.
1013_t0167_s005,"And now that the energy prices are high, I guess he’s not advocating those big energy taxes right now."
1030_t0204_s007,"But when it comes to Haiti, Haiti is the poorest country in our hemisphere."
1006_t0061_s003,That happened when I was president.
1029_t0067_s001,"Oh, yeah."
1003_t0069_s019,"I’ve been in politics a long time, and I don’t remember that kind of piling on, that kind of ugly rumor that never was true, printed."
1030_t0301_s008,But I want to respond to what Donald said about refugees.
1027_t0096_s016,5 trillion.
1001_t0037_s002,I hope he hasn’t.
1018_t0061_s003,"The CBO said very clearly that if you were to adopt the president’s plan, there would be a $2 trillion hole in Social Security, because today’s workers pay in to the system for today’s retirees."
1010_t0052_s008,We’ve got home ownership at a 15-year high.
1018_t0102_s008,"That’s the access I believe is necessary, is to make sure every child learns to read, write, add and subtract early, to be able to build on that education by going to college so they can start their careers with a college diploma."
1014_t0083_s003,Your question was deployment.
1030_t0161_s007,"And if we could run our country the way I’ve run my company, we would have a country that you would be so proud of."
1023_t0187_s005,"When it comes to making college affordable, whether it’s two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed."
1010_t0049_s004,Across-the-board tax cut.
1010_t0016_s002,But let me just say the American Hospital Association said that the budget I vetoed could have closed 700 hospitals.
1014_t0090_s014,"Enforcement of law, and the federal government can help."
1021_t0057_s022,You know he came to the Senate and never once proposed legislation to do that?
1014_t0023_s015,"Under Governor Bush, Texas has sunk to be 50th out of 50 in health care — in health insurance for their citizens."
1001_t0047_s011,He is very passionate.
1030_t0065_s009,"This has come from the highest levels of the Russian government, clearly, from Putin himself, in an effort, as 17 of our intelligence agencies have confirmed, to influence our election."
1025_t0168_s005,And it’s a bad policy.
1029_t0153_s005,"His plan will give the wealthy and corporations the biggest tax cuts they’ve ever had, more than the Bush tax cuts by at least a factor of two."
1008_t0104_s014,That’s a fact.
1017_t0083_s019,They knew how to ask the American people for the right things.
1014_t0092_s001,"Well, it was not one of my ads, either, Governor."
1017_t0064_s018,"And, you know, in 2006 seniors are going to get prescription drug coverage for the first time in Medicare."
1007_t0014_s006,I’ll give you an example.
1011_t0083_s022,I believe we’re overextended in too many places.
1001_t0071_s010,"See the millions of these killings accumulate, and this is one where you can have an honest difference of opinion."
1004_t0097_s002,So I do think we need to strengthen family.
1031_t0176_s001,"His own CDC Director says we could lose as many as another 200,000 people between now and the end of the year."
1018_t0030_s017,"The way my opponent talks, he said, “We’re going to spend the government’s money."
1031_t0503_s011,"So we change the way in which we have more transparency, in when these things happen."
1031_t0220_s001,"Tell that to Nancy Pelosi, and Schumer Chuck."
1027_t0301_s002,I just can’t do it.
1025_t0132_s019,And the only reason the unemployment rate seems a little lower today is because of all the people that have dropped out of the workforce.
1021_t0057_s024,I’ve fought higher taxes.
1027_t0202_s025,"Now, whether that was Russia, whether that was China, whether it was another country, we don’t know, because the truth is, under President Obama we’ve lost control of things that we used to have control over."
1019_t0042_s001,"I know we have to, but this is a classic example of walking the walk and talking the talk."
1031_t0694_s005,"It would be much cheaper by $3,500."
1011_t0097_s004,The key question that has to be answered in this election is will we use that prosperity wisely in a way that benefits all of our people and doesn’t go just to the few.
1029_t0061_s001,"Look, it’s just not true."
1014_t0131_s009,"If you’re a Medicare person, on Medicare, you don’t get the new procedures."
1001_t0009_s004,That means those of us who are elected to positions of political leadership have to reflect those values ourselves.
1007_t0049_s019,I could have rationalized it.
1008_t0074_s022,It means a lot to a lot of people watching us tonight.
1004_t0073_s022,"We really need to nail down the big intercontinental ballistic missiles, the ones that can hit us from Russia."
1023_t0014_s006,"First, education."
1029_t0110_s003,"You know that, because Jonathan Gruber, the architect of Obamacare, was said—he said it was a great lie, it was a big lie."
1023_t0014_s004,Those are the — the cornerstones of my plan.
1027_t0307_s004,People are pouring into our country.
1014_t0048_s003,I’m so glad that I have the chance to knock that down.
1006_t0172_s038,It is terrible to bus tiny little children across town.
1018_t0055_s009,Americans ought to have it too.
1011_t0012_s006,"That’s why I don’t think we should give nearly half of it to the wealthiest 1%, because the other 99% have had an awful lot to do with building the surplus in our prosperity."
1015_t0006_s013,We continue to pursue our policy of disrupting those who proliferate weapons of mass destruction.
1004_t0047_s004,"People are working harder for less money than they were making 10 years ago, 2- 3rds of our people–a $1600 drop in average income in just the last 2 years."
1017_t0090_s001,Absolutely.
1001_t0071_s012,"But no, I’m for the sanctity of life, and once that illegality is established, then we can come to grips with the penalty side, and of course there’s got to be some penalties to enforce the law, whatever they may be."
1026_t0065_s005,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat."
1018_t0083_s008,But let me go a step further.
1026_t0147_s002,"We created partnerships throughout the region to deal with extremism in Somalia, in Yemen, in Pakistan."
1011_t0003_s014,I will put Medicare and Social Security in a lockbox and protect them.
1013_t0004_s011,"It means addressing the problems of injustice and inequity, along the lines of race and ethnicity here at home, because in all these other places around the world where they’re having these terrible problems, when they feel hope, it is often because they see in us a reflection of their potential."
1031_t0489_s001,That’s true.
1023_t0129_s004,I needed them there.
1017_t0064_s013,And we’re doing just that.
1010_t0135_s019,Whether we’re going to move a million people from welfare to work.
1010_t0019_s004,We have men and women wearing our uniform in substandard housing.
1003_t0069_s002,And Barbara and I were sitting there before that Democratic convention.
1010_t0040_s010,Medicare is different.
1029_t0080_s001,"No, it hasn’t."
1026_t0092_s008,And that’s the budget that we’ve put forward.
1027_t0182_s004,I prepared to be president.
1010_t0096_s008,We have the best health care delivery system in the world and we want to keep it that way.
1030_t0024_s005,It is about what’s happening right now in America.
1030_t0325_s001,"No, it’s going to totally help you."
1021_t0057_s018,"” Now, just back on this — on this tax, you know, again, it’s back to our first question here about rhetoric and record."
1015_t0032_s017,"And we’ll get you home as soon as the mission’s done, because this is a vital mission."
1033_t0176_s002,People’s stock are through the roof —
1013_t0116_s001,"I agree with that, and I did support that law."
1029_t0282_s001,But the price of coal is down worldwide.
1010_t0103_s011,"Because if you want to cut the cost of campaigns, you have to open the airways, because what drives the cost of campaigns are the cost of advertising on television, radio, newspaper, mass mailing."
1006_t0099_s024,I think medical care should go with the person.
1029_t0072_s001,And get off this question.
1014_t0142_s013,And I won.
1031_t0786_s045,” November 10th.
1033_t0138_s001,"They tried, he wouldn’t do it."
1030_t0157_s003,You were very much involved in every aspect of this country.
1006_t0166_s016,"Number 4, we would fully fund the Head Start program to get little kids off to a good start."
1033_t0006_s015,"We’re in a situation now where the New England Medical Journal — one of the serious, most serious journals in the whole world — said for the first time ever that this, the way this President has responded to this crisis has been absolutely tragic."
1003_t0127_s004,"And he said at that time, in a quote, and this is a paraphrase, a freeze, that’s easy."
1026_t0201_s027,"I know what it takes to get this country back, and will work with good Democrats and good Republicans to do that."
1018_t0063_s006,"In fact, we put together a $5."
1029_t0163_s006,Congratulations.
1023_t0014_s027,People in the coal industry feel like it’s getting crushed by your policies.
1010_t0002_s018,Maybe all but one.
1018_t0117_s022,I’m asking for your vote.
1029_t0276_s026,We have to make it possible.
1014_t0010_s003,It is the bipartisan bill that is now pending in the Congress.
1003_t0169_s009,"And one of the reasons our selection of a running mate is so important, it is such a test of the kinds of standards we’ll set, is because it tells the American people in advance of the election just what kind of people we’re looking for."
1003_t0073_s001,"And doesn’t that prove the point, George, which is that values like family and education and community, decent homes for young people that family on Long Island I visited on Monday where Lou and Betty Tolamo bought a house for some $19,000 back in 1962, have had seven children, they’re all making good livings."
1003_t0012_s006,"Three times since World War II, the Vice President has had to suddenly become the President and commander in chief."
1001_t0007_s007,"You know, we have five percent of the world’s population in this country."
1030_t0301_s004,This would take a lot of negotiation.
1033_t0247_s021,"Biggest beneficiary, the Black and Hispanic communities and then historically Black colleges and universities."
1018_t0115_s003,"And, like Franklin Roosevelt, I don’t care whether an idea is a Republican idea or a Democrat idea."
1011_t0142_s007,That is what it is.
1027_t0192_s003,He should have produced it a long time before.
1022_t0023_s004,"Every dollar that I’ve proposed, I’ve proposed an additional cut so that it matches."
1033_t0171_s001,They say the stock market will boom if I’m elected.
1021_t0034_s001,"My friends, some of this $700 billion ends up in the hands of terrorist organizations."
1018_t0061_s004,And the CBO said — that’s the Congressional Budget Office; it’s bipartisan — they said that there would have to be a cut in benefits of 25 percent to 40 percent.
1004_t0138_s014,Think of their dreams.
1011_t0066_s003,I do believe it’s wrong to use a litmus test.
1023_t0014_s036,President?
1003_t0167_s012,I will have an ethical office in the White House that will be under the President’s personal concern.
1003_t0023_s013,But sooner or later that credit card mentality isn’t going to work.
1030_t0185_s001,"… but those other charges, as she knows, are false."
1017_t0125_s006,To destroy life to save life is — it’s one of the real ethical dilemmas that we face.
1027_t0012_s016,"It’s been defective for a long time, many years, but the politicians haven’t done anything about it."
1031_t0566_s001,That’s not true.
1017_t0052_s001,Mr.
1021_t0070_s007,That one.
1018_t0109_s007,"And the way I view it is there’s a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in."
1022_t0005_s017,And we’ve got to get the financial package working much quicker than it has been working.
1011_t0043_s010,I was in coal country in West Virginia yesterday.
1007_t0091_s001,Jim.
1004_t0116_s008,"We’re funding them Ã¢â‚¬â€œ I wish there was more money — but we’re funding them far more than any time in the past, and we’re going to keep on doing that."
1031_t0516_s003,"And if you look at the people, we would pay people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas."
1033_t0053_s003,And when you talk about plexiglass — these are restaurants that are dying.
1007_t0006_s016,Mr.
1011_t0046_s001,Well can I have the last word on this?
1006_t0049_s008,But you don’t have to wonder if it’s me talking.
1029_t0192_s004,And those three have now lined up because of our weak foreign policy.
1027_t0023_s001,I do not say that.
1021_t0029_s012,I don’t expect you to watch every vote.
1027_t0234_s017,It’s been a disaster.
1008_t0054_s012,We ought to keep guns out of the hands of criminals.
1006_t0159_s001,I’d rather answer her question first and then I’ll be glad to.
1031_t0456_s004,"I mean, his family, we could talk about all night."
1029_t0054_s012,"And more importantly, that was after getting a subpoena."
1013_t0004_s007,"As soon as they have a change that allows the people to speak freely, they’re wanting to develop some kind of blueprint that will help them be like us more, freedom, free markets, political freedom."
1026_t0009_s008,And that’s exactly what we’re going to do.
1001_t0092_s004,And out he goes.
1001_t0161_s009,With decent and affordable healthcare for all working families.
1014_t0034_s010,"I want to work for universal free school because we know from all the studies that the youngsters learn, kids learn more in the first few years of life than any where else."
1011_t0123_s002,"I can remember the fires that swept Parker County, Texas."
1015_t0102_s005,"In terms of Darfur, I agree it’s genocide."
1007_t0201_s006,"Perot on how fast we can reduce the deficit and how much we can increase taxes on the middle class, I really respect what he’s done in this campaign to bring the issue of deficit reduction to our attention."
1018_t0005_s004,"I have got a comprehensive strategy to not only chase down the Al Qaida, wherever it exists — and we’re making progress; three-quarters of Al Qaida leaders have been brought to justice — but to make sure that countries that harbor terrorists are held to account."
1014_t0148_s014,"Nine times I have raised my hand to take an oath to the Constitution, and I have never violated that oath."
1027_t0024_s001,"And I think it’s important that we grip this and deal with it, both at home and abroad."
1007_t0090_s006,One of the largest industries in the world is the travel and tourist business.
1006_t0159_s004,"Winds of freedom blowing around the world, Russia demilitarizing."
1017_t0027_s003,I love our values.
1027_t0242_s013,And we did drive them to the negotiating table.
1014_t0142_s022,"Now remember, Social Security revenue exceeds expenses up until 2015."
1013_t0116_s003,And I think the three of us have one view and the Governor has another view.
1013_t0008_s006,power.
1023_t0189_s021,I wanted to make it more effective and efficient.
1033_t0143_s003,North Korea was a mess.
1008_t0065_s014,We all fight over how much money is there.
1013_t0070_s013,"And acting upon that lesson in the aftermath of our great victory in World War II, we laid down the Marshall Plan, President Truman did."
1019_t0186_s003,That’s where I get my name.
1030_t0281_s002,I think he’s right.
1007_t0125_s007,"I just love the fact that everybody, particularly in the media, goes bonkers over the town hall."
1013_t0118_s007,I just happen to believe strongly that marriage is between a man and a woman.
1018_t0028_s024,That’s what the American worker wants.
1029_t0088_s014,But we’ve got to get costs down.
1021_t0143_s017,We need fundamental change.
1006_t0130_s001,You know people who’ve lost their jobs and lost their homes?
1010_t0037_s006,"attorney here that sends `em back home, so I think that’s pretty important."
1022_t0045_s001,"Well, there’s a lot of stuff that was put out there, so let me try to address it."
1033_t0299_s012,"The Paris Accord, I took us out because we were going to have to spend trillions of dollars and we were treated very unfairly."
1031_t0317_s001,Let me-
1001_t0034_s007,"The fact of the matter is that employers who today are insuring their employees are paying the freight, because they’re paying for those who aren’t."
1029_t0117_s013,Look at Paris.
1007_t0008_s002,"If you forecast it out, we still have a significant deficit under each of their plans, as I understand them."
1029_t0159_s004,"See, I understand the tax code better than anybody that’s ever run for president."
1015_t0100_s016,We’ve got Guards and Reserves who are doing double duties.
1023_t0088_s009,My grandmother died three days before I was elected president.
1022_t0088_s022,The only involvement I’ve had with ACORN was I represented them alongside the U.
1018_t0105_s013,I talked about it earlier when I talked about the works and faith without works being dead.
1030_t0145_s031,I was so honored.
1029_t0291_s010,"And that’s why I’ve tried to put forth specific policies and plans, trying to get it off of the personal and put it on to what it is I want to do as president."
1033_t0287_s002,"See, it’s all talk, no action with these politicians."
1017_t0139_s012,My opponent was against that.
1023_t0024_s020,"That is, I want to bring down rates."
1023_t0160_s006,"I used to consult to businesses — excuse me, to hospitals and to health care providers."
1006_t0067_s011,But you have to work together.
1013_t0108_s001,I don’t want to jump in.
1025_t0157_s004,Mr.
1031_t0784_s009,Number one.
1007_t0010_s006,And as far as what Mr.
1027_t0263_s006,And so I know that this campaign has caused some questioning and some worries on the part of many leaders across the globe.
1030_t0297_s006,It is so sad when you see what’s happened.
1011_t0107_s012,I want you to hear a problem weâ€™ve got here in the USA.
1025_t0101_s021,"And as a consequence, we’ve seen millions of young people be able to afford college, and that’s going to make sure that young women are going to be able to compete in that marketplace."
1015_t0081_s014,Two-thirds of the country was a no-fly zone when we started this war.
1023_t0007_s026,"Number five, champion small business."
1029_t0182_s007,"We need some leverage with the Russians, because they are not going to come to the negotiating table for a diplomatic resolution, unless there is some leverage over them."
1001_t0137_s002,And I think it’s important to understand what happened here.
1027_t0234_s012,"But if somebody—and I’ll ask the press—if somebody would call up Sean Hannity, this was before the war started."
1021_t0130_s002,And for the most part I agree with Senator McCain on many of the steps that have to be taken.
1011_t0140_s009,The payroll taxes are your money.
1031_t0747_s003,.
1026_t0052_s002,What you just heard Governor Romney said is he doesn’t have different ideas.
1014_t0075_s001,"I see a future when the world is at peace, with the United States of America promoting the values of democracy and human rights and freedom all around the world."
1025_t0026_s027,"And if we do that, if we do what I’m planning on doing, which is getting us energy independent, North America energy independence within eight years, you’re going to see manufacturing jobs come back."
1031_t0826_s001,You know it can’t be done.
1031_t0784_s018,Vote whatever way is the best way for you.
1022_t0143_s004,There was a bill that was put forward before the Illinois Senate that said you have to provide lifesaving treatment and that would have helped to undermine Roe v.
1015_t0114_s009,But we didn’t need to rush to war without a plan to win the peace.
1026_t0043_s001,Syria is Iran’s only ally in the Arab world.
1003_t0157_s005,We see the Russians coming out of Afghanistan.
1031_t0752_s003,.
1031_t0165_s011,"He’s a racist and he’s xenophobic,” because you didn’t think I should have closed our country."
1025_t0014_s003,The president’s policies have been exercised over the last four years and they haven’t put Americans back to work.
1008_t0050_s018,"But it seems to me the kids ought to — if they’ve started, they ought to stop and just don’t do it."
1013_t0091_s004,"And not only the training in police procedures, but human relations."
1019_t0112_s011,"If you have to do things, you have to do things, and you work with the Pakistani government."
1003_t0167_s015,"But there is no corner on this sleaze factor, believe me."
1006_t0238_s007,Everybody says you can’t do that with Congress.
1013_t0230_s022,I believe we can set our priorities.
1027_t0242_s006,"With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb."
1011_t0097_s012,The governor will not put Medicare in a lockbox.
1003_t0087_s011,And I think those that advocated the freeze missed the point that there was a better way and that better way has resulted in a principle asymmetrical cuts.
1018_t0028_s011,“ That’s not smart.
1011_t0016_s002,I’ve said that eight years ago they campaigned on prescription drugs for seniors.
1033_t0053_s012,Everyone’s leaving New York.
1018_t0077_s002,"And the answer is, no, I will not have a litmus test."
1023_t0129_s001,Regulation is essential.
1011_t0085_s008,"Now, just because we don’t want to get involved everywhere doesn’t mean we should back off anywhere it comes up."
1010_t0134_s022,People give their lives.
1010_t0131_s006,So we want to end discrimination.
1031_t0700_s009,"We can get to net zero, in terms of energy production, by 2035."
1004_t0080_s004,That was their response to that sort of action.
1031_t0070_s007,Drug prices will be coming down 80 or 90%.
1029_t0250_s009,And I have worked and I admire President Obama.
1022_t0114_s006,"And they were desperate for some way of getting coverage, because, understandably, they’re worried that, if they get sick, they could go bankrupt."
1025_t0247_s004,It’s too high.
1004_t0120_s002,Well over a million and a quarter Americans are HIV-positive.
1007_t0078_s001,Yes.
1010_t0035_s005,"We sent it to the Clinton Administration for implementation, and they waited three and a half years."
1006_t0055_s002,I don’t have any foreign lobbyists on leave in my campaign.
1031_t0796_s007,We don’t like ’em.
1031_t0165_s009,"They don’t exactly give you a straight count, just so you understand."
1007_t0089_s002,The laws protect the American taxpayer in this regard.
1025_t0125_s010,"All of those things will make a difference, so the point is the commitments I’ve made, I’ve kept."
1010_t0058_s018,A 50 percent increase.
1003_t0010_s010,And it’s turning around.
1013_t0030_s002,I thought the president made the right decision in joining NATO and bombing Serbia.
1013_t0030_s005,I’m pleased the president made the decision he made.
1018_t0067_s018,"See, the card, it’ll have a period of time attached to it."
1003_t0003_s010,And I want to call a hemispheric summit just as soon after the 20th of January as possible to fight that war.
1011_t0107_s007,We’ll spend $25 trillion — we’ll collect $25 trillion in revenue in the next 10 years and spend $21 trillion.
1023_t0206_s034,I will keep America strong and get America’s middle class working again.
1015_t0092_s004,"If they weren’t willing to work a deal, then we could have put sanctions together."
1015_t0090_s010,"So now there are five voices speaking to Kim Jong Il, not just one."
1018_t0115_s019,I ask you for your help.
1011_t0083_s019,We’re having trouble meeting recruiting goals.
1018_t0102_s007,"Do you realize today in America, we spend $73 billion to help 10 million low- and middle-income families better afford college?"
1025_t0261_s002,We don’t have to settle for what we’re going through.
1033_t0307_s005,This plan was — This plan has been endorsed by every major — every major environmental group and every labor group.
1030_t0293_s001,That’s right.
1011_t0141_s010,"If you cut the amount going in 1 out of every $6, then you have to cut the value of each check by 1 out of every $6 unless you come up with the money from somewhere else."
1025_t0026_s009,"The administration brought a criminal action against the people drilling up there for oil, this massive new resource we have."
1025_t0035_s002,How much did you cut licenses and permits on federal land and federal waters?
1021_t0034_s006,All three you mentioned are compelling national security requirements.
1003_t0073_s012,George Bush believes in them.
1026_t0199_s012,"Yes, I want to reduce our deficit by cutting spending that we don’t need but also by asking the wealthy to do a little bit more so that we can invest in things like research and technology that are the key to a 21st century economy."
1008_t0018_s001,I doubt that I acknowledged that this year.
1017_t0115_s008,Most small businesses — 70 percent of the new jobs in America are created by small businesses.
1030_t0128_s017,"All of a sudden, they’re starting to pay up."
1021_t0093_s007,"And we must do whatever we can to prevent genocide, whatever we can to prevent these terrible calamities that we have said never again."
1025_t0245_s034,We have to be competitive if we’re going to create more jobs here.
1010_t0007_s011,"If you think the Republican party is some place for you to come if you’re narrow minded or bigoted or don’t like certain people in America, the exits are clearly marked for you to walk out of as I stand here without compromise, because this is the party of Lincoln."
1027_t0206_s011,"Or, as I’ve been saying for a long time, and I think you’ll agree, because I said it to you once, had we taken the oil—and we should have taken the oil—ISIS would not have been able to form either, because the oil was their primary source of income."
1023_t0014_s026,I’m going to make sure we can continue to burn clean coal.
1033_t0305_s014,"Frankly, I don’t even know how it can be good politically."
1008_t0035_s001,"Well, I try to articulate my positions as clearly as possible, tell people what I stand for and let them decide whether they’re going to support me or not."
1022_t0167_s005,"My friends, as I said in my opening remarks, these are very difficult times and challenges for America."
1017_t0029_s009,And guess what?
1018_t0098_s010,I’ve broken up organized crime.
1025_t0250_s001,…is completely…is completely…
1011_t0097_s009,I think we’ve got to have welfare reform taken to the next stage.
1006_t0015_s028,"Weâ€™ll deal with our problems, weâ€™ll solve our problems."
1014_t0118_s004,"Well, you establish respect for differences."
1029_t0224_s001,It turned out to be a disaster.
1017_t0081_s025,"Like you, I’m concerned about the deficit."
1029_t0031_s003,"Those words, I’ve been hearing them for many years."
1003_t0012_s004,"More than that, it was the first national security decision that we had to make."
1008_t0059_s003,The United States is still the indispensable nation in the aftermath of the Cold War and on the brink of the 21st Century.
1019_t0110_s008,They are feeling emboldened.
1015_t0052_s008,The president says that I’m denigrating these troops.
1026_t0172_s001,Governor?
1017_t0071_s023,Five million people have lost their health insurance under this president.
1021_t0016_s010,"Meanwhile, they were getting all kinds of money in campaign contributions."
1031_t0440_s001,"Oh, really?"
1030_t0323_s002,We’re going to grow the economy.
1031_t0327_s007,"Which by the way, was given to me by the Obama Administration, if you can believe that."
1031_t0190_s003,"Miraculous, like a miracle."
1019_t0184_s016,"We can’t invest in science and technology, which will determine whether or not we are going to be competitive in the long term."
1030_t0041_s006,"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody."
