sentence_id,reasoning,damsl_tags,beads_tags,n_damsl_tags,n_beads_tags
1001_t0090_s002,"Statement attacking the opponent's past policy position with specific figures, framing it negatively as favoring Soviets. This attributes a damaging position to the opponent.",S-Inform; CH,ATTR; REB; SE,2,3
1022_t0110_s018,Statement/fragment describing a country helping stop drugs killing young Americans; emotional appeal with 'killing young Americans'.,S,AE,1,1
1018_t0115_s006,Statement of personal belief promoting own leadership qualities.,S,IT; IP,1,2
1010_t0040_s014,"Informative statement citing policy benefits and referencing the budget vetoed, one-sided in favor of own plan.",S-Inform,SE,1,1
1008_t0030_s005,"Statement giving concrete dollar-value comparisons (day care, computer, mortgage) meant to make listeners feel the impact; new factual detail and emotional framing about working families.",S; S-Inform,AE,2,1
1031_t0202_s004,"Fragmentary statement, apparently cut off; a turn-holding bid with 'by the way'.",S; TT,,2,0
1006_t0065_s004,"Statement characterizing the opponent's claim as 'fact slinging' referencing a bill, a rebuttal-style challenge.",S; CH,REB,2,1
1003_t0169_s003,"A rhetorical/leading question challenging Bush's past positions, aimed at the opponent.",YNQ; Q-RHET; CH,REB,3,1
1021_t0006_s015,"Hortatory declarative ('We've got to') expressing what should happen; collective framing toward reform, prosperity, peace.",S,UF,1,1
1003_t0141_s001,Plain factual assertion with causal explanation about farm payments and the economy.,S; S-Inform; EXPL,,3,0
1030_t0108_s001,Personal stance ('I find it ironic') criticizing the opponent for raising nuclear weapons — a rebuttal with personal opinion framing.,S; CH,IP; REB,2,2
1022_t0112_s005,Statement asserting a firm rejection of a path under his presidency.,S,IP,1,1
1019_t0044_s009,"Imperative command 'look at the record' steering to the energy bill, with 'again' as an emphatic jab.",IAFA; MS,REB,2,1
1019_t0051_s017,"Personal-stance statement listing infrastructure needs with specific factual detail (roads, bridges, broadband).",S; S-Inform,IP,2,1
1014_t0140_s013,"A declarative promise of future policy actions, framing personal commitment.",S,IP,1,1
1008_t0074_s018,Conditional declarative asserting a policy outcome; factual claim about coverage.,S,,1,0
1011_t0060_s002,Statement claiming personal future action; frames self favorably.,S,IT,1,1
1013_t0026_s003,"Declarative asserting inherited situation, deflecting blame to predecessor.",S,DF; ATTR,1,2
1017_t0042_s005,Plain declarative assertion of a fact/opinion.,S,,1,0
1015_t0046_s004,Statement providing factual detail about coalition countries.,S; S-Inform,,2,0
1019_t0012_s008,Narrative recounting a historical event/figure.,S; HS,,2,0
1023_t0133_s001,Opens with 'No' then a statement; rejection then assertion.,S; REJ,,2,0
1030_t0297_s001,Declarative labeling Aleppo a disaster; uses fear/crisis framing.,S,AF,1,1
1013_t0197_s006,Hedged statement acknowledging differences with opponent.,S,,1,0
1031_t0029_s001,"Speaker asserts personal approval of party platform, framing as personal stance.",S; IAFA,IP,2,1
1014_t0150_s010,Expresses a goal/desire about public schools; 'no child left behind' has emotional resonance about children.,S,AE,1,1
1025_t0007_s010,Fragment citing a statistic about college graduates without jobs; the 'half' figure is selective/one-sided.,S-Inform,SE,1,1
1006_t0081_s001,"Complains about not being given a chance to speak, a turn-related bid.",TT; T-REQ,,2,0
1022_t0143_s014,Plain declarative acknowledging difficulty reconciling two views.,S,,1,0
1021_t0080_s003,Bids to hold the floor and steer to a topic of difference.,TT; MS,,2,0
1027_t0279_s007,"Rhetorical question 'can you imagine' inviting incredulity, an emotional appeal.",Q-RHET,AE,1,1
1013_t0203_s002,"Statement about opponent's inconsistency on legislation, rebutting/attacking his record.",S; CH,ATTR; REB,2,2
1030_t0161_s013,"Blames Clinton and Obama for creating ISIS, a blame attribution and fear framing about terrorism.",S; CH,AF; ATTR; REB; CB,2,4
1026_t0115_s010,Sets up a self-serving contrast about the state of the world when speaker took office.,S; HS,IT,2,1
1027_t0194_s002,"This is a statement characterizing Trump's motives negatively, referencing a 'racist birther lie' attributed to the opponent.",S; CH,PER; ATTR; REB; RB,2,4
1031_t0226_s005,A statement giving a reason (explanation) for a past action.,S; EXPL,,2,0
1031_t0377_s001,A flat one-word negative response.,REJ; ANS,,2,0
1001_t0075_s002,Speaker takes the floor and states a personal opinion/stance on abortion.,S; IAFA; TT,IP,3,1
1031_t0162_s005,Plain declarative factual assertion.,S,,1,0
1023_t0167_s010,Statement offering a policy suggestion as an example.,S,,1,0
1017_t0006_s004,Fragment 'as well' continuing prior statement.,S,,1,0
1033_t0247_s027,Short affirming statement claiming credit for having done something.,S,IT,1,1
1003_t0139_s009,"Statement attacking the 'liberal Democrat grain embargo,' blaming the political outgroup for harm.",S,PB; ATTR,1,2
1010_t0134_s013,"Hortatory declarative expressing what should happen, not an imperative.",S,,1,0
1001_t0037_s005,"A rhetorical question with a tag ('don't you?') referencing the opponent, not seeking a genuine answer, and implying the VP has something to be embarrassed about.",Q-RHET,REB,1,1
1015_t0060_s002,"A plain declarative asserting the opponent flip-flops, a character-based rebuttal of the opponent.",S,PER; REB,1,2
1031_t0286_s002,Statement with dollar figures blaming the opponent's tax policy for enriching billionaires.,S-Inform; CH,ATTR; REB,2,2
1023_t0200_s014,"A rambling declarative recounting a policy fight over health insurance, referencing what 'they said.'",S; EXPL,REB,2,1
1030_t0335_s004,Statement naming a slogan; the slogan itself carries appeal to national pride/patriotism.,S,AP,1,1
1010_t0073_s014,"Statement with numbers contrasting the President's spending with the speaker's own plan, framing self favorably.",S-Inform,IT; REB,1,2
1029_t0220_s017,A flat declarative accusing the opponent of lying — a direct personal attack.,S; CH,PER; ATTR,2,2
1007_t0055_s008,"Sarcastic statement implying the opponent never admits mistakes, a character jab.",S,PER; REB,1,2
1021_t0096_s008,Statement citing an authority (Secretary Gates) to support a claim about terrorism.,S; EXPL,ATTR,2,1
1033_t0049_s003,"A declarative expressing what ought to be done ('we have to'), not an imperative; hortatory shared action.",S,UF,1,1
1001_t0095_s004,"A single word, appears to be an acronym or naming; functions as a statement/reference.",S,,1,0
1030_t0245_s003,"Declarative expressing evaluation, personal stance about something being troubling.",S,IP,1,1
1006_t0143_s007,Plain declarative asserting a priority.,S,,1,0
1017_t0055_s007,Plain declarative statement.,S,,1,0
1018_t0035_s006,"Declarative expressing something ought to be honored; a statement, not imperative.",S,,1,0
1008_t0084_s001,Declarative assertion about US foreign policy.,S,,1,0
1014_t0140_s021,A Wh-question directed at the Governor asking which promises he'll keep or break; loaded framing implying he'll break some.,Q-W; TG,CB,2,1
1033_t0030_s007,Declarative characterizing opponent's mistaken belief; a rebuttal referencing opponent.,S; CH,REB,2,1
1023_t0011_s006,"A long declarative framing a policy question as central, with personal stance ('I think').",S,IP,1,1
1007_t0006_s004,Declarative characterizing opponent's position negatively as spending/taxing more; rebuttal against opponent.,S; CH,IP; REB,2,2
1033_t0274_s005,A personal evaluative statement expressing a negative opinion about something.,S; IAFA,IP,2,1
1015_t0098_s007,Speaker recounts opponent's claim then rebuts it with a factual statement referencing sanctions.,S; S-Inform; CH,REB,3,1
1025_t0125_s015,"Quoting what someone else said, narrative recounting.",S,,1,0
1026_t0175_s002,"Statement of intent/goal to make America competitive, hortatory framing.",S,IP,1,1
1030_t0082_s001,Addresses listener saying it's time to take a stand; declarative with 'I think' expressing stance.,S,IP,1,1
1015_t0054_s002,Brief personal statement about trying not to do something.,S,IP,1,1
1006_t0101_s010,Populist statement about citizens having no voice and describing Congress/lobbyists negatively; emotional and outgroup framing.,S,AE; DF,1,2
1021_t0023_s002,"Policy statement about stabilizing housing and removing cronyism, framed as personal belief.",S,IP,1,1
1003_t0162_s007,Statement of belief linking foreign oil dependence to national security.,S,AF; IP,1,2
1011_t0048_s013,Plain declarative statement characterizing an issue as requiring a new attitude.,S,,1,0
1023_t0152_s011,Declarative statement citing an example of a health system providing cheaper care; selective example used to support a point.,S,SE,1,1
1030_t0128_s002,"Declarative attacking opponent's tax plan with loaded 'disaster' language, blame directed at opponent's policy.",S; CH,AF; ATTR; REB,2,3
1004_t0106_s015,"Statement of self having a plan, mild self-promotion.",S,IT,1,1
1013_t0066_s007,"Declarative expressing personal opinion/stance about not committing troops, giving reasoning.",S; EXPL,IP,2,1
1025_t0245_s010,"Statement of what speaker will do as president, self-promotional future promise.",S,IT,1,1
1010_t0035_s025,Bare imperative telling listener not to do something.,IAFA,,1,0
1003_t0050_s014,Plain declarative asserting things must be addressed.,S,,1,0
1015_t0088_s004,Bid to hold the floor and introduce a point contrasting with opponent.,S; TT,REB,2,1
1018_t0074_s021,Declarative assertion criticizing 'they' for not enforcing rules; blame attribution.,S; CH,ATTR,2,1
1010_t0068_s006,Imperative command to make an effort/put a ramp up for accessibility.,IAFA,,1,0
1013_t0149_s010,"Speaker states this is a top priority, framing as personal stance.",S,IP,1,1
1027_t0171_s002,Speaker claims credit for something that worked.,S,IT,1,1
1030_t0180_s004,Statement attacking opponent's character by citing his disparaging remark about a POW.,S; CH,PER; ATTR,2,2
1031_t0088_s001,Flat refusal to engage with the opponent.,S; REJ,REB,2,1
1018_t0100_s024,"Factual-sounding claim attacking the president's record, hedged with 'I think'.",S; CH,ATTR; REB,2,2
1023_t0163_s004,"Asserts opponent won't tell us something, attributing evasiveness.",S; CH,ATTR; REB,2,2
1015_t0014_s006,"Personal statement of understanding, framing personal stance.",S,IP,1,1
1031_t0786_s043,"Emphatic denunciation calling something a fraud and shame, loaded terms.",S; REJ,PER; REB,2,2
1017_t0004_s003,Expression of thanks to the host.,THK,,1,0
1006_t0151_s008,Statement challenging the accuracy of a claim about Medicare.,S; CH,REB,2,1
1011_t0112_s002,Reports the opponent's stated position; a plain declarative attributing a stance to him.,S,REB,1,1
1010_t0131_s014,Simple declarative statement conceding progress not yet complete.,S,,1,0
1013_t0167_s005,"A declarative jab about the opponent's inconsistency, framed sarcastically ('I guess'), challenging his position.",S; CH,REB,2,1
1030_t0204_s007,States a factual descriptor about Haiti being poorest; informative content.,S; S-Inform,,2,0
1006_t0061_s003,Declarative taking credit for something occurring during his presidency.,S,IT,1,1
1029_t0067_s001,Backchannel affirmation acknowledging/agreeing.,ACK,,1,0
1003_t0069_s019,"Personal narrative asserting no comparable ugliness, implying victimhood and defending against rumors.",S,AE; SE,1,2
1030_t0301_s008,Bids to take the floor to respond to opponent's point.,TT; MS,REB,2,1
1027_t0096_s016,A bare numeric fragment citing a figure.,S-Inform,,1,0
1001_t0037_s002,"Expresses a hope, an insinuating jab implying the opponent may have done something bad.",S,IP,1,1
1018_t0061_s003,Cites CBO and specific dollar figure to challenge the opponent's plan; factual claim with numbers used as evidence against opponent.,S-Inform; CH,ATTR; REB,2,2
1010_t0052_s008,Statement with a factual statistic claiming a positive achievement under the speaker.,S-Inform,IT,1,1
1018_t0102_s008,"Statement of belief about educational policy goals, framed as personal stance.",S; INT,IP,2,1
1014_t0083_s003,"Speaker reminds/clarifies what the question was, steering back to topic.",S; MS,,2,0
1030_t0161_s007,Self-promotion touting running his company plus a pride appeal ('so proud').,S,AP; IT,1,2
1023_t0187_s005,Statement with dollar figure claiming personal accomplishment as president.,S-Inform,IT,1,1
1010_t0049_s004,"Fragment naming a policy proposal, plainly.",S,,1,0
1010_t0016_s002,Takes the floor and cites an authority with a scary statistic to attack the vetoed budget consequences.,S-Inform; TT,AF,2,1
1014_t0090_s014,Fragmentary statement about law enforcement and federal help.,S,,1,0
1021_t0057_s022,Rhetorical question with 'you know' targeting the opponent's Senate record; challenges via a loaded framing.,Q-RHET; CH,ATTR; REB,2,2
1014_t0023_s015,"Cites a specific ranking (50th of 50) to attack Bush's record, blaming the named opponent for a failure using selective statistics.",S-Inform; CH,ATTR; REB; SE,2,3
1001_t0047_s011,Plain declarative describing a person; possibly a subtle characterization but neutral on its face.,S,,1,0
1030_t0065_s009,Statement with factual attribution (17 agencies) about Russian interference; informative and cites evidence.,S-Inform,,1,0
1025_t0168_s005,Brief evaluative statement rejecting a policy as bad; personal stance framing.,S; DIS,IP; REB,2,2
1029_t0153_s005,"Attacks opponent's tax plan with specific comparative figures, one-sided framing of favoring the wealthy.",S-Inform; CH,ATTR; REB; SE,2,3
1008_t0104_s014,Short assertion emphasizing truth of a prior claim.,S,,1,0
1017_t0083_s019,Statement praising past leaders' ability to ask the public for sacrifices; historical reference to unspecified group.,S,,1,0
1014_t0092_s001,"Corrects/clarifies attribution of an ad, directly addressing the opponent.",S; CORR,REB,2,1
1017_t0064_s018,"Informative statement about a future year and new Medicare drug coverage, citing a policy fact.",S-Inform; HS,,2,0
1007_t0014_s006,Offers to provide an example; a turn-holding/offering move.,S; TT,,2,0
1011_t0083_s022,Speaker frames a personal stance as belief about overextension.,S,IP,1,1
1001_t0071_s010,Statement referencing killings and acknowledging differing views; emotionally charged framing.,S,AE,1,1
1004_t0097_s002,"Hortatory declarative with 'I think we need to' - a statement, not a command, expressing personal stance.",S,IP,1,1
1031_t0176_s001,Cites a specific figure attributed to CDC Director; factual with fear framing about deaths.,S-Inform,AF; ATTR,1,2
1018_t0030_s017,"Characterizes opponent's words, rebutting/reframing his position.",S; CH,REB,2,1
1031_t0503_s011,Statement about changing process for transparency.,S,,1,0
1031_t0220_s001,Imperative directed as a jab referencing political figures.,IAFA,PB; AEX,1,2
1027_t0301_s002,Personal statement of refusal/inability.,S,IP,1,1
1025_t0132_s019,"Statement offering a one-sided explanation of unemployment stats, cherry-picking cause.",S; EXPL,SE,2,1
1021_t0057_s024,Claims personal credit for fighting taxes.,S,IT,1,1
1027_t0202_s025,"A statement asserting loss of control under Obama, attributing decline to the prior administration and using uncertainty framing.",S; HS,AF; ATTR,2,2
1019_t0042_s001,"Speaker acknowledges then contrasts with a criticism about action vs. words, a rebuttal-style jab.",S,REB,1,1
1031_t0694_s005,"Factual claim citing a dollar figure, one-sided cost claim.",S-Inform,SE,1,1
1011_t0097_s004,"Declarative framing a key question, hortatory about benefiting all people, unity framing.",S,UF,1,1
1029_t0061_s001,Flat rejection challenging accuracy of prior claim.,REJ; CH,REB,2,1
1014_t0131_s009,"Conditional statement about Medicare procedures, could invoke fear about losing benefits.",S,AF,1,1
1001_t0009_s004,"Declarative expressing that leaders ought to reflect values; hortatory, not imperative.",S,IP,1,1
1007_t0049_s019,Simple personal statement about self.,S,,1,0
1008_t0074_s022,Statement with emotional appeal to viewers watching.,S,AE,1,1
1004_t0073_s022,"Hortatory statement about needing to secure missiles, references threat from Russia.",S,AF,1,1
1023_t0014_s006,"A fragmentary topic-setting label introducing a plan element. Plain declarative fragment, no bias.",S,,1,0
1029_t0110_s003,"Statement citing a named source to challenge the opponent's policy, using loaded 'great lie' language and cherry-picked attribution.",S; CH,ATTR; REB; SE,2,3
1023_t0014_s004,"Speaker refers to own plan, self-promoting framing of a personal proposal.",S,IT,1,1
1027_t0307_s004,,,,0,0
1014_t0048_s003,"Speaker expresses eagerness to rebut a claim, holding the floor to counter opponent.",S; TT,REB,2,1
1006_t0172_s038,Emotionally charged statement about 'tiny little children' to make an emotional appeal.,S,AE,1,1
1018_t0055_s009,"Hortatory 'ought to' statement about what Americans should have; declarative not imperative, expressing a stance.",S,IP,1,1
1011_t0012_s006,"Statement giving reasoning with 'because', framing tax policy against the wealthy with a class-based stance and figures.",S; S-Inform; EXPL,IP,3,1
1015_t0006_s013,Factual statement about ongoing policy; neutral reporting of action.,S,,1,0
1004_t0047_s004,"Statement with specific figures citing economic decline, attributing worsening conditions with selective data.",S; S-Inform,SE,2,1
1017_t0090_s001,A one-word affirmative response signalling agreement or confirmation.,AGR,,1,0
1001_t0071_s012,A declarative expressing a personal moral stance on abortion policy and enforcement.,S; INT,IP,2,1
1026_t0065_s005,"Addressed to opponent, this rebuts a claim about alliances while citing specifics; framed as a defense of the administration's record.",S-Inform; CH,IT; REB,2,2
1018_t0083_s008,An imperative-like floor-holding move to continue speaking.,TT; MS,,2,0
1026_t0147_s002,"Declarative claiming credit for partnerships, listing specific regions.",S-Inform,IT,1,1
1011_t0003_s014,"A statement of what the speaker will do, taking ownership of a policy promise.",S,IT,1,1
1013_t0004_s011,Explanatory declarative giving reasoning ('because') and touching on race/ethnicity with unity framing.,S; EXPL,UF; RB,2,2
1031_t0489_s001,Short confirmation agreeing with a prior claim.,AGR,,1,0
1023_t0129_s004,Plain first-person declarative explaining a need.,S,,1,0
1017_t0064_s013,"Declarative claiming the administration is already acting, taking credit.",S,IT,1,1
1010_t0135_s019,A subordinate clause functioning as an assertion about a policy goal; declarative content.,S,,1,0
1010_t0019_s004,"Declarative statement highlighting a problem, with an implicit emotional/critical tone about troops in bad housing.",S,AE,1,1
1003_t0069_s002,Personal anecdote referencing a past event and person.,S; HS,,2,0
1010_t0040_s010,Plain declarative assertion.,S,,1,0
1029_t0080_s001,"Flat rejection/denial of a prior claim, disagreeing with opponent.",REJ,REB,1,1
1026_t0092_s008,Statement referencing own proposed budget.,S,,1,0
1027_t0182_s004,Self-promoting claim about own readiness for office.,S,IT,1,1
1010_t0096_s008,Declarative with a pride claim about American healthcare system.,S,AP,1,1
1030_t0024_s005,"Declarative asserting the focus of the discussion, possibly redirecting.",S,,1,0
1030_t0325_s001,Rejection of a prior claim followed by a reassuring assertion aimed at opponent's framing.,S; REJ,REB,2,1
1021_t0057_s018,"Speaker steers back to a prior framing about rhetoric and record, holding the topic. This is a topic-steering statement.",S; MS,DF,2,1
1015_t0032_s017,"A statement with an emotional reassurance and framing of the mission as vital, giving reasoning.",S; EXPL,AE,2,1
1033_t0176_s002,"A factual-style claim about stock prices being high, likely self-promotion of economic success.",S,IT,1,1
1013_t0116_s001,Explicit agreement plus a statement of prior support.,S; AGR,,2,0
1029_t0282_s001,"Declarative rebuttal contradicting a prior claim, offering a fact about coal prices.",S; S-Inform,REB,2,1
1010_t0103_s011,Provides reasoning with 'because' explaining campaign cost drivers.,S; EXPL,IP,2,1
1006_t0099_s024,A personal-stance policy statement about medical care.,S,IP,1,1
1029_t0072_s001,"Imperative command telling the opponent to move off the question, which is a dodge.",IAFA,DF; IA,1,2
1014_t0142_s013,A brief self-promoting claim of victory.,S,IT,1,1
1031_t0786_s045,"A fragment citing a date, factual reference with no clear bias.",S,,1,0
1033_t0138_s001,"Statement referencing the opponent's refusal to act, attributing failure.",S,ATTR,1,1
1030_t0157_s003,"Declarative directed at opponent's record, implying responsibility.",S,ATTR,1,1
1006_t0166_s016,"Statement of a policy proposal, no clear bias.",S,,1,0
1033_t0006_s015,Informative statement citing a medical journal to attack the President's crisis response; cites one-sided authority.,S-Inform; CH,ATTR; SE,2,2
1003_t0127_s004,"Statement quoting/paraphrasing what someone said, factual recounting.",S,ATTR,1,1
1026_t0201_s027,Self-promotion claiming personal capability plus unity framing about working across party lines.,S,UF; IT,1,2
1018_t0063_s006,"Informative statement citing a dollar figure (cut off), self-credit for a policy.",S-Inform,IT,1,1
1029_t0163_s006,"Brief expression of congratulations, functioning like thanks/greeting courtesy.",GR,,1,0
1023_t0014_s027,Statement attributing harm to opponent's policies via a group's feelings.,S,ATTR,1,1
1010_t0002_s018,"Fragmentary qualifying remark, no clear bias.",S,,1,0
1018_t0117_s022,"A direct appeal to the audience for their vote, expressed as a declarative statement about the speaker's request.",S,,1,0
1029_t0276_s026,"Declarative expressing what ought to be done, not an imperative command.",S,,1,0
1014_t0010_s003,Plain factual assertion identifying a bill pending in Congress.,S; S-Inform,,2,0
1003_t0169_s009,Explanatory statement giving reasoning about why running-mate selection matters; uses 'because'.,S; EXPL,,2,0
1003_t0073_s001,"A rhetorical question framed as a declarative asking for agreement, citing a specific anecdote with dollar figures and dates as one-sided supporting evidence.",Q-RHET; S-Inform,AE; SE,2,2
1003_t0012_s006,Historical factual statement citing post-WWII events with a count.,S; S-Inform; HS,,3,0
1001_t0007_s007,Statement citing a statistic about world population share.,S; S-Inform,,2,0
1030_t0301_s004,Plain declarative assessment about the effort required.,S,,1,0
1033_t0247_s021,"Statement claiming beneficiaries of a policy, referencing racial/ethnic communities; frames one-sided benefit as self-promotion of a policy.",S; S-Inform,IT; RB,2,2
1018_t0115_s003,Statement of personal stance invoking a historical figure to frame the speaker's bipartisan approach.,S; HS,UF; IP,2,2
1011_t0142_s007,"A plain declarative asserting a state of affairs, non-committal.",S,,1,0
1027_t0192_s003,"Declarative asserting what an opponent should have done, implying blame for failure to act.",S,ATTR; REB,1,2
1022_t0023_s004,"Statement claiming personal fiscal responsibility, self-promotion of own proposals.",S; S-Inform,IT,2,1
1033_t0171_s001,Cites an unnamed 'they' predicting a favorable outcome tied to the speaker — self-promotion via selective/one-sided evidence.,S,IT; SE,1,2
1021_t0034_s001,Addressing 'my friends' and warning money goes to terrorists — a fear appeal with a factual claim.,S; S-Inform,AF,2,1
1018_t0061_s004,Cites CBO figures with statistics to bolster an argument.,S-Inform; EXPL,,2,0
1004_t0138_s014,Imperative command inviting the audience to empathize with people's dreams — emotional appeal.,IAFA,AE,1,1
1011_t0066_s003,Explicitly frames a personal belief as opinion.,S,IP,1,1
1023_t0014_s036,"A one-word address to the President, likely a turn-give or floor cue.",TG,,1,0
1003_t0167_s012,"Statement of a personal pledge/promise about future conduct, self-promotion of integrity.",S,IT,1,1
1003_t0023_s013,"Declarative assertion predicting failure, with implied fear framing about fiscal irresponsibility.",S,CB,1,1
1030_t0185_s001,"A statement challenging the opponent's charges as false, referencing 'she'; a rebuttal.",S; CH,REB,2,1
1017_t0125_s006,Declarative expressing a moral view about an ethical dilemma; emotional/moral framing.,S,IP,1,1
1027_t0012_s016,Statement asserting long-standing defect and blaming politicians for inaction.,S,ATTR,1,1
1031_t0566_s001,"Flat rejection of a claim, challenging its accuracy.",REJ; CH,REB,2,1
1017_t0052_s001,"Fragment 'Mr.' — an address/vocative, no clear discourse act.",,,0,0
1021_t0070_s007,"Fragment 'That one' — likely a deictic reference, possibly a pointed jab but insufficient to code.",S,,1,0
1018_t0109_s007,"Long declarative explaining view about entrenched special interests, framed as personal stance.",S; EXPL,IP,2,1
1022_t0005_s017,Hortatory declarative ('we've got to') expressing what should be done; not an imperative.,S,IP,1,1
1011_t0043_s010,Statement with new factual/personal content referencing a place and time visited.,S; S-Inform,,2,0
1007_t0091_s001,A single name used to hand the floor to the moderator/opponent.,TG,,1,0
1004_t0116_s008,"Statement with self-credit claim about funding levels, comparing favorably to the past without specifics; some cherry-picking framing.",S; IAFA,IT,2,1
1031_t0516_s003,"A statement attacking ideas as 'sick' using loaded language, referencing spending; emotive negative framing.",S; CH,AE; SE,2,2
1033_t0053_s003,"Statement with emotional framing ('dying') about restaurants, appealing to emotion/fear.",S,AE,1,1
1007_t0006_s016,"Fragment of an address/title, likely a turn-give addressing a person.",TG,,1,0
1011_t0046_s001,A request to speak/hold the floor for a final comment.,TT; T-REQ,,2,0
1006_t0049_s008,"Statement directed at listener, somewhat argumentative but plain assertion.",S,,1,0
1029_t0192_s004,Statement blaming 'weak foreign policy' for adversaries aligning; attributes blame to opponent's policy.,S; CH,ATTR; REB,2,2
1027_t0023_s001,A denial/rejection of a claim attributed to the speaker.,DIS; REJ,REB,2,1
1021_t0029_s012,"Statement addressing the listener, plain declarative concession.",S,,1,0
1027_t0234_s017,Declarative assertion with strongly negative fear/catastrophe framing ('disaster').,S,AF,1,1
1008_t0054_s012,"'We ought to' is hortatory, a statement of what should happen with shared-action framing, not an imperative.",S,UF,1,1
1006_t0159_s001,"Manages the floor, indicating order of answering; also an offer to respond.",IAFA-OF; TT,,2,0
1031_t0456_s004,"Declarative jab about opponent's family, dismissive and adversarial.",S,PER; AEX,1,2
1029_t0054_s012,"Declarative informing about a subpoena, emphatic 'more importantly' as a rebuttal point referencing opponent's action.",S; S-Inform,REB,2,1
1013_t0004_s007,Long declarative describing desire for freedom and free markets abroad; contains patriotic/values framing.,S,APAT,1,1
1026_t0009_s008,"Declarative affirming intended action, emphatic promise.",S,,1,0
1001_t0092_s004,Short declarative narrative fragment; no clear bias.,S,,1,0
1001_t0161_s009,Sentence fragment continuing a promise about healthcare for working families; emotional appeal to families.,S,AE,1,1
1014_t0034_s010,States a personal policy goal citing studies about children learning; emotional appeal to children plus a stance.,S,AE; IP,1,2
1011_t0123_s002,A personal recollection framing a vivid memory; emotional appeal via imagery of fires.,S; HS,AE,2,1
1015_t0102_s005,"Explicitly agrees, then states position on Darfur as genocide.",S; AGR,IP,2,1
1007_t0201_s006,Expresses respect for Perot; personal stance and factual content on deficit.,S,IP,1,1
1018_t0005_s004,Statement with factual claim (three-quarters) and self-promotion of progress in the war on terror.,S-Inform,IT; SE,1,2
1014_t0148_s014,Factual claim with a number and patriotic framing of oath to Constitution; also self-promotion of integrity.,S-Inform; HS,APAT; IT,2,2
1027_t0024_s001,"Hortatory statement of what ought to be done, framed as personal stance and shared action.",S,UF; IP,1,2
1007_t0090_s006,Plain factual assertion about the travel industry; neutral.,S-Inform,,1,0
1006_t0159_s004,Descriptive statement invoking freedom imagery; patriotic/emotional framing.,S,APAT,1,1
1017_t0027_s003,Expresses personal affection for values; appeal to pride/values.,S,AP; IP,1,2
1027_t0242_s013,Claims credit for driving them to negotiating table; self-promotion.,S,IT,1,1
1014_t0142_s022,An imperative-framed reminder followed by a factual claim with a year; steers listener to focus on a fact. The 'remember' is hortatory but functions to state a fact.,S-Inform; HS,SE,2,1
1013_t0116_s003,Speaker frames a personal opinion contrasting his group with the opponent Governor.,S; REJ,IP; REB,2,2
1013_t0008_s006,"Fragment word, likely cut off; no clear discourse act or bias.",,,0,0
1023_t0189_s021,Statement of personal intent/action taken by the speaker.,S,IP,1,1
1033_t0143_s003,"Factual/evaluative claim asserting a bad prior state, implicit blame framing.",S,SE,1,1
1008_t0065_s014,Plain declarative describing a shared situation.,S,,1,0
1013_t0070_s013,"Historical reference to WWII, Marshall Plan and Truman as a factual statement.",S; HS,,2,0
1019_t0186_s003,Simple declarative explaining origin of a name.,S; EXPL,,2,0
1030_t0281_s002,Explicit agreement stated as personal opinion.,AGR,IP,1,1
1007_t0125_s007,"Statement expressing personal feeling, with a jab at the media.",S,IP,1,1
1013_t0118_s007,"Speaker expresses a personal belief on a social issue, framed as personal stance.",S; IAFA,,2,0
1018_t0028_s024,,,,0,0
1029_t0088_s014,,,,0,0
1021_t0143_s017,,,,0,0
1006_t0130_s001,,,,0,0
1010_t0037_s006,,,,0,0
1022_t0045_s001,,,,0,0
1033_t0299_s012,,,,0,0
1031_t0317_s001,,,,0,0
1001_t0034_s007,,,,0,0
1029_t0117_s013,"An imperative command directing attention to Paris, likely invoking terror/danger fear framing.",IAFA,AF,1,1
1007_t0008_s002,Declarative statement making a factual/analytical claim about deficits under opponents' plans.,S; S-Inform,REB,2,1
1029_t0159_s004,Declarative boast claiming superior knowledge over anyone who has run for president; self-promotion.,S,IT; CB,1,2
1015_t0100_s016,Factual statement about Guards and Reserves doing double duties.,S; S-Inform,,2,0
1023_t0088_s009,Personal anecdote referencing a historical/self event with emotional content.,S; HS,AE,2,1
1022_t0088_s022,"Statement clarifying/limiting one's involvement with ACORN, defensive rebuttal.",S,REB,1,1
1018_t0105_s013,Self-reference to prior remarks about faith and works; references religion.,S; HS,CBias,2,1
1030_t0145_s031,Emotional personal statement expressing honor.,S,AE,1,1
1029_t0291_s010,"Statement claiming credit for putting forth specific policies, self-promotion.",S; EXPL,IT,2,1
1033_t0287_s002,"Attacks politicians as all talk no action, an outgroup personal attack framing.",S; CH,PB; PER,2,2
1017_t0139_s012,"Declarative asserting opponent's opposing stance, referencing the opponent negatively.",S,REB,1,1
1023_t0024_s020,Self-clarifying restatement of own policy position.,S; CORR,IP,2,1
1023_t0160_s006,Statement about personal background with a self-correction mid-sentence.,S; CORR,,2,0
1006_t0067_s011,"Hortatory statement about working together — collective unity framing, not a bare imperative.",S,UF,1,1
1013_t0108_s001,Statement declining to interrupt; a turn-management remark.,S,,1,0
1025_t0157_s004,Fragment 'Mr.' — likely start of addressing someone; no discernible act or bias.,S,,1,0
1031_t0784_s009,"Fragment enumerating a point, no clear bias.",S,,1,0
